CONCEPTICON_ID	GLOSS	SEMANTIC_FIELD	ONTOLOGICAL_CATEGORY	ILI	POS
3348	LOW (POSITION OR HEIGHT)	Spatial relations	Other		n
3349	WRISTWATCH	Time	Person/Thing		n
3350	GET UP FROM BED	Basic actions and technology	Action/Process		v
3351	STOP DOING	Basic actions and technology	Action/Process		v
3352	THIRD DAY OF THE MONTH	Time	Person/Thing		n
3353	SIEVE (TOOL)	Basic actions and technology	Person/Thing		n
3354	FIRST DAY OF THE MONTH	Time	Person/Thing		n
3355	SECOND DAY OF THE MONTH	Time	Person/Thing		n
3356	INCENSE	The house	Person/Thing		n
3357	CUPBOARD	The house	Person/Thing		n
3358	SPROUT (SHOOT)	Agriculture and vegetation	Person/Thing		n
3359	DRIP OR DROP SOMETHING	Motion	Action/Process		v
3360	BAMBOO BASKET	Basic actions and technology	Person/Thing		n
3361	OFFICIAL	Social and political relations	Person/Thing		n
3362	BOILED WATER	Food and drink	Person/Thing		n
3363	NOT HAVE	Basic actions and technology	Action/Process		v
3364	DRY IN SUN	Basic actions and technology	Action/Process		v
3365	QUICKLY	Basic actions and technology	Property		a
3366	PIMPLEFACE	Social and political relations	Person/Thing		n
3367	STUTTERER	Speech and language	Person/Thing		n
3368	POWDER	Modern world	Person/Thing		n
3369	PIGSTY	Animals	Person/Thing		n
3370	RELY ON	Social and political relations	Action/Process		v
3371	WASH (ONESELF)	Basic actions and technology	Action/Process		v
3372	GALL BLADDER	The body	Person/Thing		n
3373	HAN CHINESE	Social and political relations	Person/Thing		n
3374	TIBETAN	Social and political relations	Person/Thing		n
3375	PATIENT (SICK PERSON)	The body	Person/Thing		n
3376	ROBBER	Law	Person/Thing		n
3377	EMPEROR	Social and political relations	Person/Thing		n
3378	HORSE DUNG	Animals	Person/Thing		n
3379	PIG DUNG	Animals	Person/Thing		n
3380	HUNTING DOG	Warfare and hunting	Person/Thing		n
3381	SHEEP DUNG	Animals	Person/Thing		n
3382	PEACOCK	Animals	Person/Thing		n
3383	SCALD (BURN ONESELF WITH LIQUID)	The body	Action/Process		v
3384	WEASEL	Animals	Person/Thing		n
3385	ALUMINIUM	The physical world	Person/Thing		n
3386	SULPHUR	The physical world	Person/Thing		n
3387	MIDDLE FINGER	The body	Person/Thing		n
3388	PLACENTA	The body	Person/Thing		n
3389	MEASLES	The body	Person/Thing		n
3390	WILD RICE	Agriculture and vegetation	Person/Thing		n
3391	RICE STRAW	Agriculture and vegetation	Person/Thing		n
3392	MUER (FUNGUS)	Agriculture and vegetation	Person/Thing		n
3393	LEAN MEAT	Food and drink	Person/Thing		n
3394	SHEEP MEAT	Food and drink	Person/Thing		n
3395	SICHUAN PEPPER	Food and drink	Person/Thing		n
3396	BUILDING	The house	Person/Thing		n
3397	ROUNDWORM	Animals	Person/Thing		n
3398	GOURD OR MELON	Agriculture and vegetation	Person/Thing		n
3399	WAREHOUSE	Possession	Person/Thing		n
3400	COWSHED	Animals	Person/Thing		n
3401	HENHOUSE	Animals	Person/Thing		n
3402	SHEEPFOLD	Animals	Person/Thing		n
3403	HORSE BARN	Animals	Person/Thing		n
3404	TILE	The house	Person/Thing		n
3405	RULER	Basic actions and technology	Person/Thing		n
3406	MERCHANDISE	Possession	Person/Thing		n
3407	FILE (TOOL)	Basic actions and technology	Person/Thing		n
3408	PLANE (TOOL)	Basic actions and technology	Person/Thing		n
3409	EARTHEN JUG	Food and drink	Person/Thing		n
3410	OVER HERE	Spatial relations	Other		n
3411	OVER THERE	Spatial relations	Other		n
3412	WASP NEST	Animals	Person/Thing		n
3413	IN THIS WAY	Miscellaneous function words	Other		n
3414	IN THAT WAY	Miscellaneous function words	Other		n
3415	BALDHEAD	Social and political relations	Person/Thing		n
3416	EVERY (EACH)	Miscellaneous function words	Other		n
3417	EGG (CLASSIFIER)	Quantity	Classifier		n
3418	RIVER (CLASSIFIER)	Quantity	Classifier		n
3419	STONE (CLASSIFIER)	Quantity	Classifier		n
3420	STOREY (CLASSIFIER)	Quantity	Classifier		n
3421	SENTENCE (CLASSIFIER)	Quantity	Classifier		n
3422	SONG (CLASSIFIER)	Quantity	Classifier		n
3423	DRILL	Basic actions and technology	Person/Thing		n
3424	SHEATH	Basic actions and technology	Person/Thing		n
3425	JOKE	Speech and language	Person/Thing		n
3426	SURNAME	Kinship	Person/Thing		n
3427	DIRECTION	Spatial relations	Person/Thing		n
3428	WEAR (ON HEAD)	Clothing and grooming	Action/Process		v
3429	COMPARE	Basic actions and technology	Action/Process		v
3430	CELEBRATE NEW YEAR	Social and political relations	Action/Process		v
3431	RICE STEAMER	Food and drink	Person/Thing		n
3432	SHOULDER POLE	Basic actions and technology	Person/Thing		n
3433	AUTONYM (OF PEOPLE)	Social and political relations	Person/Thing		n
3434	WASH (CLOTHES)	Basic actions and technology	Action/Process		v
3435	COW DUNG	Animals	Person/Thing		n
3436	FAT MEAT	Food and drink	Person/Thing		n
3437	OPEN (MOUTH)	Basic actions and technology	Action/Process		v
3438	CARRY (WITH POLE ON SHOULDER)	Basic actions and technology	Action/Process		v
3439	WHITE (OF EGGS)	Food and drink	Person/Thing		n
3440	BROWN SUGAR	Food and drink	Person/Thing		n
3441	WHITE SUGAR	Food and drink	Person/Thing		n
3442	COTTON WOOL	Agriculture and vegetation	Person/Thing		n
3443	TOFU	Food and drink	Person/Thing		n
3444	WAX GOURD	Agriculture and vegetation	Person/Thing		n
3445	YARN	Clothing and grooming	Person/Thing		n
3446	PINK	Sense perception	Property		a
3447	BEGIN OR START	Time	Action/Process		v
3448	SIEVE OR STRAIN	Food and drink	Action/Process	i29023	v
3449	START	Time	Action/Process		v
3450	HOW MANY PIECES	Cognition	Other		n
3451	FEW PIECES	Cognition	Other		n
3452	MUCH	Cognition	Other		n
3453	MANY PIECES	Cognition	Other		n
3454	KISS (NOUN)	Emotions and values	Person/Thing		n
3455	COMMEND	Emotions and values	Action/Process		v
3456	CRAWL OR CREEP	Motion	Action/Process		v
3457	HEADBAND OR HEADDRESS	Clothing and grooming	Person/Thing	i54706	n
3458	SILENCE	Sense perception	Person/Thing		n
3459	PUT IN ORDER	Basic actions and technology	Action/Process		v
3460	BEACH	The physical world	Person/Thing		n
3461	GROW PLANTS	Agriculture and vegetation	Action/Process		v
3462	FLAX OR LINEN	Agriculture and vegetation	Person/Thing		n
3463	RIVERBANK	The physical world	Person/Thing		n
3464	SHORE OF LAKE	The physical world	Person/Thing		n
3465	SHORE OF SEA	The physical world	Person/Thing		n
3466	DANGEROUS	Emotions and values	Property		a
3467	HELP (ASSISTANCE)	Social and political relations	Person/Thing		n
3468	KINDNESS	Emotions and values	Person/Thing		n
3469	LEVEL	Quantity	Person/Thing		n
3470	LIAR	Social and political relations	Person/Thing		n
3471	OBLIGATION (DUTY)	Emotions and values	Person/Thing		n
3472	DANCE (MOVEMENT)	Motion	Person/Thing		n
3473	LONG (FOR SOMETHING)	Emotions and values	Action/Process		v
3474	BE THIRSTY	Food and drink	Action/Process		v
3475	SUFFICE	Quantity	Other		n
3476	TWENTY SIX	Quantity	Number		a
3477	TWENTY SEVEN	Quantity	Number		a
3478	TWENTY EIGHT	Quantity	Number		a
3479	TWENTY NINE	Quantity	Number		a
3480	THIRTY ONE	Quantity	Number		a
3481	THIRTY TWO	Quantity	Number		a
3482	THIRTY THREE	Quantity	Number		a
3483	THIRTY FOUR	Quantity	Number		a
3484	THIRTY FIVE	Quantity	Number		a
3485	THIRTY SIX	Quantity	Number		a
3486	THIRTY SEVEN	Quantity	Number		a
3487	THIRTY EIGHT	Quantity	Number		a
3488	THIRTY NINE	Quantity	Number		a
3489	FORTY THREE	Quantity	Number		a
3490	FORTY FOUR	Quantity	Number		a
3491	FORTY FIVE	Quantity	Number		a
3492	FORTY EIGHT	Quantity	Number		a
3493	FIFTY THREE	Quantity	Number		a
3494	FIFTY FIVE	Quantity	Number		a
3495	SIXTY THREE	Quantity	Number		a
3496	SEVENTY TWO	Quantity	Number		a
3497	SEVENTY THREE	Quantity	Number		a
3498	EIGHTY THREE	Quantity	Number		a
3499	NINETY ONE	Quantity	Number		a
3500	NINETY SIX	Quantity	Number		a
3501	NINETY NINE	Quantity	Number		a
3502	ONE HUNDRED AND ONE	Quantity	Number		a
3503	ONE HUNDRED AND TEN	Quantity	Number		a
3504	ONE HUNDRED AND TWENTY	Quantity	Number		a
3505	ONE HUNDRED AND THIRTY THREE	Quantity	Number		a
3506	ONE HUNDRED AND FORTY	Quantity	Number		a
3507	ONE HUNDRED AND FORTY FOUR	Quantity	Number		a
3508	ONE HUNDRED AND FIFTY	Quantity	Number		a
3509	ONE HUNDRED AND SIXTY	Quantity	Number		a
3510	ONE HUNDRED AND EIGHTY	Quantity	Number		a
3511	TWO HUNDRED AND ONE	Quantity	Number		a
3512	TWO HUNDRED AND SIXTEEN	Quantity	Number		a
3513	THREE HUNDRED	Quantity	Number		a
3514	THREE HUNDRED AND NINETY NINE	Quantity	Number		a
3515	FOUR HUNDRED	Quantity	Number		a
3516	FIVE HUNDRED	Quantity	Number		a
3517	SIX HUNDRED	Quantity	Number		a
3518	SEVEN HUNDRED	Quantity	Number		a
3519	EIGHT HUNDRED	Quantity	Number		a
3520	NINE HUNDRED	Quantity	Number		a
3521	NINE HUNDRED AND NINETY NINE	Quantity	Number		a
3522	ONE THOUSAND TWO HUNDRED AND TWENTY ONE	Quantity	Number		a
3523	ONE THOUSAND TWO HUNDRED AND NINETY SIX	Quantity	Number		a
3524	TWO THOUSAND	Quantity	Number		a
3525	THREE THOUSAND	Quantity	Number		a
3526	FOUR THOUSAND	Quantity	Number		a
3527	FIVE THOUSAND	Quantity	Number		a
3528	SEVEN THOUSAND	Quantity	Number		a
3529	SEVEN THOUSAND SEVEN HUNDRED AND SEVENTY SIX	Quantity	Number		a
3530	NINE THOUSAND	Quantity	Number		a
3531	FORTY SIX THOUSAND SIX HUNDRED AND FIFTY SIX	Quantity	Number		a
3532	ONE HUNDRED THOUSAND	Quantity	Number		a
3533	ONE MILLION	Quantity	Number		a
3534	BEG	Speech and language	Action/Process		v
3535	BE DEFEATED	Social and political relations	Action/Process		v
3536	DOUBT (SOMETHING)	Cognition	Action/Process		v
3537	TURN OVER	Basic actions and technology	Action/Process		v
3538	TAKE OFF	Basic actions and technology	Action/Process		v
3539	BURN LAND	Agriculture and vegetation	Action/Process		v
3540	STRAW RAINCOAT	Clothing and grooming	Person/Thing		n
3541	HARVEST OR HARVEST SEASON	Agriculture and vegetation	Person/Thing		n
3542	PREPARED FOOD	Food and drink	Person/Thing	i76560	n
3543	SAW (SOMETHING)	Basic actions and technology	Action/Process		v
3544	WAVE (VERB)	Basic actions and technology	Action/Process		v
3545	WATERY	Food and drink	Property		a
3546	HORSE MANE	Animals	Person/Thing		n
3547	CLOSE (MOUTH)	The body	Action/Process		v
3548	PULL UP WEEDS	Agriculture and vegetation	Action/Process		v
3549	BIRD NEST	Animals	Person/Thing		n
3550	PATCH	Basic actions and technology	Action/Process		v
3551	FETCH	Motion	Action/Process		v
3552	GREET	Speech and language	Action/Process		v
3553	HELLO	Speech and language	Person/Thing		n
3554	GOODBYE	Speech and language	Person/Thing		n
3555	COME HERE	Speech and language	Other		n
3556	FORTY ONE	Quantity	Number		a
3557	FORTY TWO	Quantity	Number		a
3558	FORTY SIX	Quantity	Number		a
3559	FORTY SEVEN	Quantity	Number		a
3560	FORTY NINE	Quantity	Number		a
3561	FIFTY ONE	Quantity	Number		a
3562	FIFTY TWO	Quantity	Number		a
3563	FIFTY FOUR	Quantity	Number		a
3564	FIFTY SIX	Quantity	Number		a
3565	FIFTY SEVEN	Quantity	Number		a
3566	FIFTY EIGHT	Quantity	Number		a
3567	FIFTY NINE	Quantity	Number		a
3568	SIXTY ONE	Quantity	Number		a
3569	SIXTY TWO	Quantity	Number		a
3570	SIXTY FOUR	Quantity	Number		a
3571	SIXTY FIVE	Quantity	Number		a
3572	SIXTY SIX	Quantity	Number		a
3573	SIXTY SEVEN	Quantity	Number		a
3574	SIXTY EIGHT	Quantity	Number		a
3575	SIXTY NINE	Quantity	Number		a
3576	SEVENTY ONE	Quantity	Number		a
3577	SEVENTY FOUR	Quantity	Number		a
3578	SEVENTY FIVE	Quantity	Number		a
3579	SEVENTY SIX	Quantity	Number		a
3580	SEVENTY SEVEN	Quantity	Number		a
3581	SEVENTY EIGHT	Quantity	Number		a
3582	SEVENTY NINE	Quantity	Number		a
3583	EIGHTY ONE	Quantity	Number		a
3584	EIGHTY TWO	Quantity	Number		a
3585	EIGHTY FOUR	Quantity	Number		a
3586	EIGHTY FIVE	Quantity	Number		a
3587	EIGHTY SIX	Quantity	Number		a
3588	EIGHTY SEVEN	Quantity	Number		a
3589	EIGHTY EIGHT	Quantity	Number		a
3590	EIGHTY NINE	Quantity	Number		a
3591	NINETY TWO	Quantity	Number		a
3592	NINETY THREE	Quantity	Number		a
3593	NINETY FOUR	Quantity	Number		a
3594	NINETY FIVE	Quantity	Number		a
3595	NINETY SEVEN	Quantity	Number		a
3596	NINETY EIGHT	Quantity	Number		a
3597	TEN MILLION	Quantity	Number		a
3598	ONE HUNDRED MILLION	Quantity	Number		a
3599	BILLION	Quantity	Number		a
3600	TEN BILLION	Quantity	Number		a
3601	ONE HUNDRED BILLION	Quantity	Number		a
3602	TRILLION	Quantity	Number		a
3603	EARTH OR LAND	The physical world	Person/Thing		n
3604	LIGHT BLUE	Sense perception	Property		a
3605	LIGHT GREEN	Sense perception	Property		a
3606	STURGEON	Animals	Person/Thing		n
3607	MOCCASIN	Clothing and grooming	Person/Thing		n
3608	WARRIOR	Social and political relations	Person/Thing		n
3609	TOWN OR VILLAGE	Social and political relations	Person/Thing		n
3610	MALLARD	Animals	Person/Thing		n
3611	AMERICAN BLACK BEAR	Animals	Person/Thing		n
3612	INDIGENOUS PEOPLES OF THE AMERICAS	Social and political relations	Person/Thing		n
3613	LOWER BACK	The body	Person/Thing		n
3614	PANT	The body	Action/Process		v
3615	BLEED	The body	Action/Process		v
3616	FAINT (PASS OUT)	The body	Action/Process		v
3617	STUMBLE	Motion	Action/Process		v
3618	STAMP	Motion	Action/Process		v
3619	LEAN	Basic actions and technology	Action/Process		v
3620	SLEEPY	The body	Property		a
3621	DISABLED PERSON	The body	Person/Thing		n
3622	BURN (INJURY)	The body	Person/Thing		n
3623	INTESTINAL WORM	Animals	Person/Thing		n
3624	LEPROSY	The body	Person/Thing		n
3625	HEADACHE	The body	Person/Thing		n
3626	KNOW	Cognition	Action/Process		v
3627	SURPRISE (SOMEBODY)	Emotions and values	Action/Process		v
3628	HONOR (SOMEBODY)	Social and political relations	Action/Process		v
3629	HESITATE	Cognition	Action/Process		v
3630	PLAN	Cognition	Person/Thing		n
3631	PRETEND	Cognition	Action/Process		v
3632	GENEROUS	Emotions and values	Property		a
3633	CURIOUS	Emotions and values	Property		a
3634	STUBBORN	Emotions and values	Property		a
3635	ADULT	Kinship	Person/Thing		n
3636	CO-WIFE	Kinship	Person/Thing		n
3637	WEAVER	Basic actions and technology	Person/Thing		n
3638	ASSEMBLE (GET TOGETHER)	Social and political relations	Action/Process		v
3639	AVOID	Social and political relations	Action/Process		v
3640	GOSSIP	Social and political relations	Action/Process		v
3641	SLANDER	Social and political relations	Action/Process		v
3642	COMPLAIN	Speech and language	Action/Process		v
3643	AGREE	Speech and language	Action/Process		v
3644	AGREEMENT	Cognition	Person/Thing		n
3645	PERSUADE	Speech and language	Action/Process		v
3646	PROVERB	Speech and language	Person/Thing		n
3647	TICKLE (SOMEBODY)	The body	Action/Process		v
3648	SERVE (SOMEONE)	Social and political relations	Action/Process		v
3649	PUNISH	Law	Action/Process		v
3650	APPLY (OINTMENT)	The body	Action/Process		v
3651	MUSH (FOOD)	Food and drink	Person/Thing		n
3652	FERMENT	The physical world	Action/Process		v
3653	COOKING POT	Food and drink	Person/Thing		n
3654	TAKE OUT	Spatial relations	Action/Process		v
3655	STORE UP	Possession	Action/Process		v
3656	PACK	Basic actions and technology	Action/Process		v
3657	GRANARY	Agriculture and vegetation	Person/Thing		n
3658	BELLOWS	Basic actions and technology	Person/Thing		n
3659	POLISH (SOMETHING)	Basic actions and technology	Action/Process		v
3660	SHELL (SOMETHING)	Food and drink	Action/Process		v
3661	RICH PERSON	Possession	Person/Thing		n
3662	POOR PERSON	Possession	Person/Thing		n
3663	COWRIE SHELL	Possession	Person/Thing		n
3664	INHERIT	Possession	Action/Process		v
3665	TRAVEL	Motion	Action/Process		v
3666	WANDER	Motion	Action/Process		v
3667	LOST	Basic actions and technology	Property		a
3668	PADDLE (MOVEMENT)	Motion	Action/Process		v
3669	LOAD (SOMETHING)	Basic actions and technology	Action/Process		v
3670	PLUNDER	Law	Action/Process		v
3671	HUM	Speech and language	Action/Process		v
3672	DIVORCE (SEPARATE)	Kinship	Action/Process		v
3673	MOURNING	Emotions and values	Person/Thing		n
3674	ANTELOPE	Animals	Person/Thing		n
3675	ZEBRA	Animals	Person/Thing		n
3676	SHREW	Animals	Person/Thing		n
3677	MONGOOSE	Animals	Person/Thing		n
3678	ELEPHANT TRUNK	Animals	Person/Thing		n
3679	GROWL	Animals	Action/Process		v
3680	RUMINATE	Animals	Action/Process		v
3681	PARTRIDGE	Animals	Person/Thing		n
3682	PERCH (OF BIRD)	Animals	Action/Process		v
3683	CACKLE	Animals	Action/Process		v
3684	PECK	Animals	Action/Process		v
3685	HISS	Speech and language	Action/Process		v
3686	CORN HUSK	Agriculture and vegetation	Person/Thing		n
3687	DESERT	The physical world	Person/Thing		n
3688	MARSH	The physical world	Person/Thing		n
3689	BUBBLE	The physical world	Person/Thing		n
3690	FULL MOON	The physical world	Person/Thing		n
3691	NEW MOON	The physical world	Person/Thing		n
3692	SQUEAK	The physical world	Action/Process		v
3693	HOT WEATHER	The physical world	Person/Thing		n
3694	COLD WEATHER	The physical world	Person/Thing		n
3695	MOVEMENT	Motion	Person/Thing		n
3696	THROW AWAY	Possession	Action/Process		v
3697	DIP	Basic actions and technology	Action/Process		v
3698	SINGE	Speech and language	Action/Process		v
3699	CONTINUE	Basic actions and technology	Action/Process		v
3700	LENGTHEN	Spatial relations	Action/Process		v
3701	HOLLOW	Spatial relations	Property		a
3702	SLIPPERY	Sense perception	Property		a
3703	STICKY	Sense perception	Property		a
3704	ODOR (SMELL)	Sense perception	Person/Thing		n
3705	SCATTER	Basic actions and technology	Action/Process		v
3706	DARK YELLOW	Sense perception	Property		a
3707	BEIGE	Sense perception	Property		a
3708	FEELING SORE	Sense perception	Property		a
3709	BRILLIANT	Sense perception	Property		a
3710	CLEAR (TO SEE)	Sense perception	Property		a
3711	TIE (NOUN)	Clothing and grooming	Person/Thing		n
3712	RAINCOAT	Clothing and grooming	Person/Thing		n
3713	PHARYNX	The body	Person/Thing		n
3714	LARYNX	The body	Person/Thing		n
3715	BELLYBUTTON	The body	Person/Thing		n
3716	OVARY	The body	Person/Thing		n
3717	BADGER	Animals	Person/Thing		n
3718	GUINEA PIG	Animals	Person/Thing		n
3719	MARMOT	Animals	Person/Thing		n
3720	BUDGERIGAR	Animals	Person/Thing		n
3721	FINCH	Animals	Person/Thing		n
3722	FLAMINGO	Animals	Person/Thing		n
3723	NIGHTINGALE	Animals	Person/Thing		n
3724	STORK	Animals	Person/Thing		n
3725	AVOCADO	Agriculture and vegetation	Person/Thing		n
3726	BROCCOLI	Agriculture and vegetation	Person/Thing		n
3727	CELERY	Agriculture and vegetation	Person/Thing		n
3728	COURGETTE	Agriculture and vegetation	Person/Thing		n
3729	LETTUCE	Agriculture and vegetation	Person/Thing		n
3730	APRICOT	Agriculture and vegetation	Person/Thing		n
3731	LYCHEE	Agriculture and vegetation	Person/Thing		n
3732	POMEGRANATE	Agriculture and vegetation	Person/Thing		n
3733	FERRY	Modern world	Person/Thing		n
3734	CHIMPANZEE	Animals	Person/Thing		n
3735	NEAR (IN SPACE)	Spatial relations	Property		a
3736	INSTEP	The body	Person/Thing		n
3737	BAREFOOT	Clothing and grooming	Property		a
3738	GRIZZLY BEAR	Animals	Person/Thing		n
3739	MARTEN	Animals	Person/Thing		n
3740	WHIRLWIND	The physical world	Person/Thing		n
3741	BATTLE CRY (WAR WHOOP)	Speech and language	Person/Thing		n
3742	POCKETKNIFE	Basic actions and technology	Person/Thing		n
3743	BRASS	Basic actions and technology	Person/Thing		n
3744	INTERPRETER	Social and political relations	Person/Thing		n
3745	CRANE (DEVICE)	Modern world	Person/Thing		n
3746	VASE	Modern world	Person/Thing		n
3747	SHAPE	Sense perception	Person/Thing		n
3748	DROP (OF A LIQUID)	The physical world	Person/Thing		n
3749	HATE (LOATHING)	Emotions and values	Person/Thing		n
3750	KHAKI	Sense perception	Property		a
3751	BRIGHT YELLOW	Sense perception	Property		a
3752	LILAC	Sense perception	Property		a
3753	MAGENTA	Sense perception	Property		a
3754	TRANSPARENT	Sense perception	Property		a
3755	MOUNTAINOUS	The physical world	Property		a
3756	FLORAL	Agriculture and vegetation	Property		a
3757	MUGGY	The physical world	Property		a
3758	WINDY	The physical world	Property		a
3759	FOGGY	The physical world	Property		a
3760	THUNDERY	The physical world	Property		a
3761	EMOTIONAL	Emotions and values	Property		a
3762	SAFE	Emotions and values	Property		a
3763	PATERNAL UNCLE	Kinship	Person/Thing		n
3764	BAD OR EVIL	Emotions and values	Property		a
3765	STORING POT	Food and drink	Person/Thing		n
3766	WATER POT	Food and drink	Person/Thing		n
3767	RICE SEEDLING	Agriculture and vegetation	Person/Thing		n
3768	POUND (FOOD)	Motion	Action/Process		v
3769	GRAPEVINE	Agriculture and vegetation	Person/Thing		n
3770	ONE HUNDRED AND TWO	Quantity	Number		a
3771	ONE HUNDRED AND ELEVEN	Quantity	Number		a
3772	TWO HUNDRED AND TEN	Quantity	Number		a
3773	ONE THOUSAND AND ONE	Quantity	Number		a
3774	ONE THOUSAND AND TWO	Quantity	Number		a
3775	ONE THOUSAND AND SIXTY	Quantity	Number		a
3776	TWO THOUSAND AND TWO	Quantity	Number		a
3777	CATFISH	Animals	Person/Thing		n
3778	DAUGHTER (OF MALE EGO)	Kinship	Person/Thing		n
3779	SON (OF MALE EGO)	Kinship	Person/Thing		n
3780	PET	Animals	Person/Thing		n
3781	SISTER-IN-LAW (OF FEMALE EGO)	Kinship	Person/Thing		n
3782	GRANDCHILD (OF FEMALE EGO)	Kinship	Person/Thing		n
3783	ONE HUNDRED AND THREE	Quantity	Number		a
3784	ONE HUNDRED AND EIGHT	Quantity	Number		a
3785	TWO HUNDRED AND TWO	Quantity	Number		a
3786	TWO HUNDRED AND THIRTY ONE	Quantity	Number		a
3787	TWO HUNDRED AND FORTY	Quantity	Number		a
3788	TWO HUNDRED AND FIFTY	Quantity	Number		a
3789	THREE HUNDRED AND FOUR	Quantity	Number		a
3790	ONE THOUSAND AND TWENTY SEVEN	Quantity	Number		a
3791	ONE THOUSAND TWO HUNDRED	Quantity	Number		a
3792	SIX THOUSAND	Quantity	Number		a
3793	EIGHT THOUSAND	Quantity	Number		a
3794	TWO MILLION	Quantity	Number		a
3795	DARK GREEN	Sense perception	Property		a
3796	ALBATROSS	Animals	Person/Thing		n
3797	OSTRICH	Animals	Person/Thing		n
3798	STINGER	The body	Person/Thing		n
3799	FISHBONE	The body	Person/Thing		n
3800	IVORY	The physical world	Person/Thing		n
3801	DATE (FRUIT)	Agriculture and vegetation	Person/Thing		n
3802	FERN	Agriculture and vegetation	Person/Thing		n
3803	RASPBERRY	Agriculture and vegetation	Person/Thing		n
3804	GRAPEFRUIT OR POMELO	Agriculture and vegetation	Person/Thing		n
3805	SHY OR ASHAMED	Emotions and values	Property		a
